id,occurrenceID,basisOfRecord,modified,institutionCode,collectionCode,datasetName,informationWithheld,catalogNumber,references,occurrenceRemarks,occurrenceDetails,recordedBy,recordedByOrcid,establishmentMeans,eventDate,eventTime,verbatimEventDate,verbatimLocality,decimalLatitude,decimalLongitude,coordinateUncertaintyInMeters,countryCode,stateProvince,identificationID,dateIdentified,identificationRemarks,taxonID,scientificName,taxonRank,kingdom,phylum,class,order,family,genus,license,rights,rightsHolder,inaturalistLogin
2309983,http://www.inaturalist.org/observations/2309983,HumanObservation,2017-08-29T20:32:14Z,iNaturalist,Observations,iNaturalist research-grade observations,,2309983,https://www.inaturalist.org/observations/2309983,,http://www.inaturalist.org/observations/2309983,Donna Pomeroy,,wild,2012-08-21T17:44:47-07:00,00:44:47Z,2012-08-21 17:44:47,"Sitka, AK",57.04073,-135.368795,,US,Alaska,4219573,2015-10-25T21:56:11Z,"",http://www.inaturalist.org/taxa/465153,Gorgonocephalus eucnemis,species,Animalia,Echinodermata,Ophiuroidea,Euryalida,Gorgonocephalidae,Gorgonocephalus,http://creativecommons.org/licenses/by-nc/4.0/,© Donna Pomeroy some rights reserved,Donna Pomeroy,dpom
