id,resourceID,relationshipOfResourceID,relationshipOfResource,relatedResourceID,relationshipAccordingTo,relationshipEstablishedDate,relationshipRemarks
http://www.inaturalist.org/observation_field_values/2297061,http://www.inaturalist.org/observations/2309983,http://www.inaturalist.org/observation_fields/879,Eaten by,http://www.inaturalist.org/taxa/133061,https://www.inaturalist.org/users/dpom,2012-08-21T17:44:47-07:00,
