id,taxonID,scientificName,parentNameUsageID,taxonRank,vernacularName,wikipedia_url
133061,http://www.inaturalist.org/taxa/133061,Enhydra lutris kenyoni,https://www.inaturalist.org/taxa/41860,subspecies,Northern Sea Otter,http://en.wikipedia.org/wiki/Sea_otter
465153,http://www.inaturalist.org/taxa/465153,Gorgonocephalus eucnemis,https://www.inaturalist.org/taxa/465154,species,,http://en.wikipedia.org/wiki/Gorgonocephalus_eucnemis
